name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,days_since,liveness_speechiness_feat,danceability_speechiness_feat,length_speechiness_feat,instrumentalness_time_signature_feat,length_tempo_feat
"Love Me Like You Do - From ""Fifty Shades Of Grey""",Delirium (Deluxe),Ellie Goulding,2015-11-06,252534,80,0.262,0.247,0.606,0.0,0.125,-6.646,0.0484,189.857,4,2534,1.0,2.0,2.0,2.0,2.0
Lights - Sped Up Version,Lights (Sped Up Version),Ellie Goulding,2022-07-01,190053,78,0.653,0.0452,0.836,0.299,0.1,-5.626,0.0457,133.18200000000002,4,105,1.0,2.0,2.0,2.0,2.0
Hate Me,Brightest Blue,Ellie Goulding,2020-07-16,188066,70,0.64,0.0875,0.789,0.0,0.147,-4.891,0.0644,75.018,4,820,1.0,2.0,2.0,2.0,2.0
All By Myself,All By Myself,Alok,2022-10-07,171747,75,0.662,0.0932,0.848,7.62e-06,0.24100000000000002,-4.338,0.0346,123.041,4,7,1.0,2.0,2.0,2.0,2.0
"Still Falling For You - From ""Bridget Jones's Baby""","Still Falling For You (From ""Bridget Jones's Baby"" Original Motion Picture Soundtrack)",Ellie Goulding,2016-08-19,240867,74,0.473,0.5529999999999999,0.518,1.26e-06,0.111,-8.1,0.0405,96.12899999999999,4,2247,1.0,2.0,2.0,2.0,2.0
Easy Lover (feat. Big Sean),Easy Lover (feat. Big Sean),Ellie Goulding,2022-07-15,215937,72,0.675,0.007109999999999999,0.8170000000000001,0.0,0.0839,-3.7889999999999997,0.0497,105.964,4,91,1.0,2.0,2.0,2.0,2.0
Burn,Halcyon Nights,Ellie Goulding,2012-10-12,231213,47,0.555,0.315,0.772,0.0,0.105,-5.007,0.0523,86.921,4,3654,1.0,2.0,2.0,2.0,2.0
I Need Your Love (feat. Ellie Goulding),18 Months,Calvin Harris,2012-10-29,234506,71,0.695,0.41,0.8690000000000001,0.0,0.237,-5.066,0.0483,124.98899999999999,4,3637,1.0,3.0,2.0,2.0,2.0
Livin It Up (with Post Malone & A$AP Rocky),Punk,Young Thug,2021-10-15,210906,75,0.767,0.838,0.313,0.0,0.105,-12.059000000000001,0.0798,82.58200000000001,4,364,2.0,2.0,2.0,2.0,2.0
Solid (feat. Drake),Slime Language 2,Young Stoner Life,2021-04-16,215693,75,0.887,0.0392,0.485,0.0,0.141,-9.357999999999999,0.2,125.98700000000001,4,546,999.0,999.0,999.0,999.0,999.0
Bubbly (with Drake & Travis Scott),Punk,Young Thug,2021-10-15,165066,73,0.91,0.0536,0.585,0.0,0.127,-7.572,0.257,129.011,4,364,2.0,2.0,2.0,2.0,2.0
Bad Boy (with Young Thug),Bad Boy (with Young Thug),Juice WRLD,2021-01-15,157355,73,0.6970000000000001,0.00215,0.674,0.0,0.138,-6.3260000000000005,0.0533,81.535,4,637,2.0,2.0,2.0,2.0,2.0
Never Hating (feat. Young Thug),It's Only Me,Lil Baby,2022-10-14,160776,72,0.879,0.0016,0.504,0.0,0.147,-8.283999999999999,0.271,102.929,4,0,2.0,2.0,2.0,2.0,2.0
pick up the phone,pick up the phone,Young Thug,2016-06-03,252262,70,0.706,0.115,0.716,0.0,0.316,-4.263,0.0768,136.904,4,2324,2.0,2.0,2.0,2.0,2.0
Hot (feat. Gunna),So Much Fun,Young Thug,2019-08-16,193026,71,0.855,0.063,0.6509999999999999,0.0,0.0772,-8.044,0.235,111.99700000000001,4,1155,2.0,2.0,2.0,2.0,2.0
"Me, Myself & I",When It's Dark Out,G-Eazy,2015-12-04,251466,79,0.7559999999999999,0.0184,0.674,0.0,0.158,-6.518,0.0959,111.995,4,2506,2.0,2.0,2.0,2.0,2.0
No Limit,The Beautiful & Damned,G-Eazy,2017-12-15,245386,72,0.838,0.0117,0.7709999999999999,0.0,0.0853,-3.7910000000000004,0.244,175.957,4,1764,2.0,2.0,2.0,2.0,2.0
I Mean It (feat. Remo),These Things Happen,G-Eazy,2014-06-20,236480,71,0.7120000000000001,0.125,0.562,0.0,0.136,-6.007999999999999,0.129,140.0,4,3038,2.0,2.0,2.0,2.0,2.0
Still Be Friends (feat. Tory Lanez & Tyga),These Things Happen Too (Deluxe),G-Eazy,2021-09-24,213307,62,0.8009999999999999,0.0053100000000000005,0.759,0.0,0.091,-4.694,0.0494,104.00200000000001,4,385,2.0,2.0,2.0,2.0,2.0
Good Life (with G-Eazy & Kehlani),Good Life (with G-Eazy & Kehlani),G-Eazy,2017-03-16,225525,58,0.565,0.00464,0.7709999999999999,0.0,0.0568,-5.22,0.213,168.385,4,2038,2.0,2.0,2.0,2.0,2.0
Love Runs Out (feat. G-Eazy & Sasha Alex Sloan),Love Runs Out (feat. G-Eazy & Sasha Alex Sloan),Martin Garrix,2021-08-06,164166,64,0.647,0.262,0.642,0.0,0.134,-7.306,0.0743,90.045,4,434,1.0,2.0,2.0,2.0,2.0
Some Kind Of Drug (feat. Marc E. Bassy),When It's Dark Out,G-Eazy,2015-12-04,222466,63,0.634,0.0705,0.525,0.0,0.0729,-8.968,0.47,130.27100000000002,4,2506,2.0,2.0,2.0,2.0,2.0
Share That Love (feat. G-Eazy),Share That Love (feat. G-Eazy),Lukas Graham,2020-08-21,172398,63,0.715,0.162,0.6579999999999999,0.0,0.0742,-4.303999999999999,0.106,158.024,4,784,1.0,2.0,2.0,2.0,2.0
Tumblr Girls (feat. Christoph Andersson),These Things Happen,G-Eazy,2014-06-20,255680,63,0.49,0.10099999999999999,0.373,0.000105,0.128,-9.762,0.26,121.889,4,3038,2.0,2.0,2.0,2.0,2.0
Faded,Different World,Alan Walker,2018-12-14,212106,80,0.46799999999999997,0.0281,0.627,7.97e-06,0.11,-5.085,0.0476,179.642,4,1400,1.0,2.0,2.0,2.0,2.0
PS5 (with TOMORROW X TOGETHER & Alan Walker),PS5 (with TOMORROW X TOGETHER & Alan Walker),salem ilese,2022-02-23,152214,77,0.602,0.0131,0.642,5.33e-06,0.0668,-5.404,0.21100000000000002,175.97799999999998,4,233,999.0,999.0,999.0,999.0,999.0
Sweet Dreams,Sweet Dreams,Alan Walker,2021-06-11,138819,76,0.7659999999999999,0.0239,0.8170000000000001,2.49e-06,0.159,-4.253,0.035,125.03299999999999,4,490,1.0,2.0,2.0,2.0,2.0
"Alone, Pt. II",World Of Walker,Alan Walker,2021-11-26,179052,71,0.6729999999999999,0.539,0.659,0.0,0.129,-4.493,0.0439,88.01100000000001,4,322,1.0,2.0,2.0,2.0,2.0
Darkside,Different World,Alan Walker,2018-12-14,211680,75,0.43,0.131,0.606,0.0,0.17300000000000001,-5.115,0.0431,169.988,4,1400,1.0,2.0,2.0,2.0,2.0
Lily,Different World,Alan Walker,2018-12-14,195840,74,0.423,0.196,0.634,0.0,0.18899999999999997,-5.877000000000001,0.0578,150.97799999999998,4,1400,1.0,2.0,2.0,2.0,2.0
Alone,Different World,Alan Walker,2018-12-14,160426,74,0.6729999999999999,0.22899999999999998,0.914,0.000478,0.18600000000000003,-3.9619999999999997,0.0496,97.021,4,1400,1.0,2.0,2.0,2.0,2.0
Extremes,Extremes,Alan Walker,2022-09-30,149508,73,0.618,0.00361,0.6779999999999999,0.0,0.0693,-6.307,0.0646,122.212,4,14,1.0,2.0,2.0,2.0,2.0
Man On The Moon,World Of Walker,Alan Walker,2021-11-26,178625,73,0.6679999999999999,0.0557,0.816,1.02e-06,0.19699999999999998,-5.648,0.0367,129.971,4,322,1.0,2.0,2.0,2.0,2.0
Star Shopping,Star Shopping,Lil Peep,2015-01-01,142000,71,0.5379999999999999,0.0946,0.47100000000000003,0.0185,0.11599999999999999,-9.84,0.0955,93.07,4,2843,1.0,2.0,2.0,2.0,2.0
nuts (feat. rainy bear),nuts (feat. rainy bear),Lil Peep,2021-12-17,85360,80,0.5760000000000001,0.00831,0.741,0.0,0.111,-7.404,0.0356,124.09100000000001,4,301,1.0,2.0,2.0,2.0,2.0
Save That Shit,"Come Over When You're Sober, Pt. 1",Lil Peep,2017-08-15,231546,79,0.534,0.0262,0.583,0.0,0.42100000000000004,-8.672,0.0288,106.0,4,1886,1.0,2.0,2.0,2.0,2.0
white tee,crybaby,Lil Peep,2016-01-01,132226,77,0.7979999999999999,0.293,0.528,1e-06,0.0727,-8.908,0.042,149.995,4,2478,1.0,2.0,2.0,2.0,2.0
beamer boy,beamer boy,Lil Peep,2017-06-08,203373,62,0.743,0.0492,0.731,1.9e-05,0.226,-4.511,0.10300000000000001,123.98899999999999,4,1954,1.0,2.0,2.0,2.0,2.0
your favorite dress,CASTLES II,Lil Peep,2021-07-02,177386,62,0.494,0.0814,0.628,0.0,0.111,-7.615,0.0541,129.966,3,469,1.0,2.0,2.0,2.0,2.0
Spotlight,Spotlight,Marshmello,2018-01-12,177600,73,0.546,0.0145,0.8220000000000001,0.0,0.742,-4.4830000000000005,0.151,150.06,4,1736,1.0,2.0,2.0,2.0,2.0
Life is Beautiful,"Come Over When You're Sober, Pt. 2",Lil Peep,2018-11-09,207586,73,0.5329999999999999,0.0385,0.638,0.000932,0.0758,-9.411,0.0636,135.056,4,1435,1.0,2.0,2.0,2.0,2.0
witchblades,CASTLES II,Lil Peep,2021-07-02,149360,61,0.634,0.0223,0.54,0.0,0.302,-7.002000000000001,0.0777,143.968,4,469,1.0,2.0,2.0,2.0,2.0
Lean On,Peace Is The Mission (Extended),Major Lazer,2015-11-27,176561,74,0.723,0.00346,0.809,0.00123,0.565,-3.0810000000000004,0.0625,98.007,4,2513,3.0,3.0,3.0,2.0,2.0
Light It Up - Remix,Peace Is The Mission (Extended),Major Lazer,2015-11-27,166138,68,0.747,0.0375,0.877,0.000833,0.233,-3.782,0.0664,107.991,4,2513,3.0,3.0,3.0,2.0,2.0
Cold Water,Cold Water,Major Lazer,2016-07-22,185360,69,0.608,0.0736,0.7979999999999999,0.0,0.156,-5.092,0.0432,92.943,4,2275,3.0,3.0,3.0,2.0,2.0
Don't Go Yet - Major Lazer Remix,Don't Go Yet (Major Lazer Remix),Camila Cabello,2021-09-10,171265,67,0.8059999999999999,0.228,0.73,0.00011399999999999999,0.0817,-5.73,0.149,124.914,4,399,1.0,3.0,2.0,2.0,2.0
ALREADY,The Lion King: The Gift,Beyoncé,2019-07-19,222529,65,0.647,0.0846,0.732,0.0,0.597,-5.846,0.0891,67.295,3,1183,2.0,2.0,2.0,2.0,2.0
Powerful,Peace Is The Mission (Extended),Major Lazer,2015-11-27,206327,62,0.598,0.121,0.792,0.0,0.158,-4.043,0.0478,97.479,3,2513,3.0,3.0,3.0,2.0,2.0
Que Calor (feat. J Balvin & El Alfa),Music Is The Weapon (Reloaded),Major Lazer,2021-03-26,169997,60,0.795,0.0375,0.885,0.006379999999999999,0.292,-4.13,0.0715,126.037,4,567,3.0,3.0,3.0,2.0,2.0
"My Love (feat. Major Lazer, WizKid, Dua Lipa)",Shine,Wale,2017-04-28,228706,62,0.728,0.0453,0.8109999999999999,2.07e-06,0.36200000000000004,-4.2780000000000005,0.0564,114.995,4,1995,999.0,999.0,999.0,999.0,999.0
Watch Out For This (Bumaye),Free The Universe (Extended Version),Major Lazer,2013-04-16,269146,59,0.8190000000000001,0.0196,0.759,6.53e-06,0.0613,-4.115,0.147,108.02600000000001,4,3468,3.0,3.0,3.0,2.0,2.0
Know No Better,Know No Better,Major Lazer,2017-06-01,225849,59,0.738,0.132,0.8140000000000001,9.64e-06,0.126,-4.414,0.0999,119.041,4,1961,3.0,3.0,3.0,2.0,2.0
"Young, Wild & Free (feat. Bruno Mars)",Mac and Devin Go to High School (Music from and Inspired by the Movie),Snoop Dogg,2011-12-12,207346,68,0.5529999999999999,0.0897,0.652,0.0,0.111,-6.685,0.20600000000000002,94.505,4,3959,2.0,2.0,2.0,2.0,2.0
The Thrill,The Thrill,Wiz Khalifa,2020-11-11,234333,77,0.8170000000000001,0.27699999999999997,0.775,0.0,0.10800000000000001,-4.7669999999999995,0.10800000000000001,126.984,4,702,1.0,3.0,2.0,2.0,2.0
Black and Yellow,Rolling Papers,Wiz Khalifa,2011-03-29,217666,76,0.684,0.0646,0.8340000000000001,0.0,0.271,-4.524,0.0675,164.02,4,4217,1.0,3.0,2.0,2.0,2.0
We Own It (Fast & Furious),B.O.A.T.S. II #METIME (Deluxe),2 Chainz,2013-01-01,227906,70,0.563,0.0545,0.902,0.0,0.0524,-4.586,0.402,171.99900000000002,4,3573,2.0,2.0,2.0,2.0,2.0
Hopeless Romantic (feat. Swae Lee),Rolling Papers 2,Wiz Khalifa,2018-07-13,226742,68,0.877,0.307,0.47700000000000004,0.0,0.0929,-7.379,0.0587,127.023,4,1554,1.0,3.0,2.0,2.0,2.0
So High (feat. Ghost Loft),Blacc Hollywood (Deluxe),Wiz Khalifa,2014-08-19,249287,67,0.628,0.11800000000000001,0.629,0.0,0.102,-4.829,0.0485,157.99,4,2978,1.0,3.0,2.0,2.0,2.0
"Shell Shocked (feat. Kill the Noise & Madsonik) - From ""Teenage Mutant Ninja Turtles""","Shell Shocked (feat. Kill the Noise & Madsonik) [From ""Teenage Mutant Ninja Turtles""]","Juicy J, Wiz Khalifa & Ty Dolla $ign",2014-07-22,206566,66,0.596,0.0111,0.815,0.0,0.174,-5.667999999999999,0.0755,165.015,4,3006,999.0,999.0,999.0,999.0,999.0
No Sleep,Rolling Papers,Wiz Khalifa,2011-03-29,191320,66,0.653,0.109,0.711,0.0,0.44299999999999995,-6.454,0.0623,160.048,4,4217,1.0,3.0,2.0,2.0,2.0
Hold Me Closer,The Lockdown Sessions,Elton John,2021-10-22,202245,64,0.6579999999999999,0.0798,0.7829999999999999,0.00018,0.187,-4.615,0.113,126.027,4,357,1.0,2.0,2.0,2.0,2.0
I'm Still Standing,Too Low For Zero,Elton John,1983-05-30,183440,85,0.504,0.35600000000000004,0.904,0.121,0.14,-6.8629999999999995,0.179,176.808,4,14382,1.0,2.0,2.0,2.0,2.0
"Rocket Man (I Think It's Going To Be A Long, Long Time)",Honky Chateau,Elton John,1972-05-19,281613,82,0.601,0.43200000000000005,0.532,6.25e-06,0.0925,-9.119,0.0286,136.571,4,18410,1.0,2.0,2.0,2.0,2.0
Your Song,Elton John,Elton John,1970-04-10,241786,79,0.5539999999999999,0.828,0.315,5.53e-06,0.10099999999999999,-11.027999999999999,0.0298,128.157,4,19180,1.0,2.0,2.0,2.0,2.0
Don't Go Breaking My Heart,Rock Of The Westies,Elton John,1975-10-24,275440,79,0.7290000000000001,0.149,0.8440000000000001,2.87e-06,0.0604,-8.824,0.0344,131.459,4,17157,1.0,2.0,2.0,2.0,2.0
Tiny Dancer,Madman Across The Water,Elton John,1971-11-05,377093,78,0.414,0.382,0.428,0.00024300000000000002,0.14800000000000002,-11.097000000000001,0.0278,145.075,4,18606,1.0,2.0,2.0,2.0,2.0
Bennie And The Jets - Remastered 2014,Goodbye Yellow Brick Road (Remastered),Elton John,1973-10-05,322548,75,0.665,0.259,0.6729999999999999,7.62e-06,0.49700000000000005,-7.95,0.0493,132.642,4,17906,1.0,2.0,2.0,2.0,2.0
Sacrifice,Sleeping With The Past (Remastered with bonus tracks),Elton John,1989-08-29,304133,74,0.7559999999999999,0.0165,0.42200000000000004,0.00183,0.0368,-12.967,0.0292,112.751,4,12099,1.0,2.0,2.0,2.0,2.0
Goodbye Yellow Brick Road - Remastered 2014,Goodbye Yellow Brick Road (Remastered),Elton John,1973-10-05,192826,74,0.5589999999999999,0.446,0.473,0.00141,0.154,-7.712000000000001,0.0279,121.227,4,17906,1.0,2.0,2.0,2.0,2.0
Centuries,American Beauty/American Psycho,Fall Out Boy,2015-01-20,228360,81,0.39299999999999996,0.00359,0.858,0.0,0.102,-2.8680000000000003,0.0729,176.042,4,2824,3.0,3.0,3.0,2.0,2.0
Thnks fr th Mmrs,Infinity On High,Fall Out Boy,2007-01-01,203506,79,0.45899999999999996,0.00511,0.8909999999999999,0.0,0.106,-5.0569999999999995,0.0623,154.83700000000002,4,5765,3.0,3.0,3.0,2.0,2.0
"Sugar, We're Goin Down",From Under The Cork Tree,Fall Out Boy,2005-05-03,229093,79,0.494,0.00579,0.8420000000000001,0.0,0.122,-4.784,0.0843,162.011,4,6373,3.0,3.0,3.0,2.0,2.0
"Dance, Dance",From Under The Cork Tree,Fall Out Boy,2005-05-03,180266,77,0.622,0.005229999999999999,0.961,0.0,0.0854,-3.198,0.154,114.45200000000001,4,6373,3.0,3.0,3.0,2.0,2.0
Immortals,American Beauty/American Psycho,Fall Out Boy,2015-01-20,189386,75,0.616,0.00131,0.868,1.54e-06,0.6709999999999999,-3.6060000000000003,0.0699,108.016,4,2824,3.0,3.0,3.0,2.0,2.0
My Songs Know What You Did In The Dark (Light Em Up),Save Rock And Roll,Fall Out Boy,2013-01-01,186826,73,0.5579999999999999,0.0271,0.924,3.32e-06,0.537,-4.341,0.064,151.99,4,3573,3.0,3.0,3.0,2.0,2.0
"This Ain't A Scene, It's An Arms Race",Infinity On High,Fall Out Boy,2007-01-01,212040,70,0.435,0.0007469999999999999,0.887,0.0,0.0327,-4.07,0.0636,199.935,4,5765,3.0,3.0,3.0,2.0,2.0
The Phoenix,Save Rock And Roll,Fall Out Boy,2013-01-01,244960,70,0.562,0.000539,0.9640000000000001,1.57e-06,0.579,-2.991,0.07200000000000001,138.063,4,3573,3.0,3.0,3.0,2.0,2.0
Uma Thurman,American Beauty/American Psycho,Fall Out Boy,2015-01-20,211573,69,0.623,0.10300000000000001,0.9620000000000001,0.000174,0.264,-2.616,0.0895,149.963,4,2824,3.0,3.0,3.0,2.0,2.0
Back In Black,Back In Black,AC/DC,1980-07-25,255493,85,0.31,0.011000000000000001,0.7,0.00965,0.0828,-5.678,0.047,188.386,4,15421,3.0,3.0,3.0,2.0,2.0
Highway to Hell,Highway to Hell,AC/DC,1979-07-27,208400,85,0.574,0.061,0.9129999999999999,0.00158,0.156,-4.793,0.133,115.728,4,15785,3.0,3.0,3.0,2.0,2.0
Thunderstruck,The Razors Edge,AC/DC,1990-09-24,292880,84,0.502,0.000147,0.89,0.0117,0.217,-5.175,0.0364,133.52,4,11708,3.0,3.0,3.0,2.0,2.0
You Shook Me All Night Long,Back In Black,AC/DC,1980-07-25,210173,81,0.532,0.0028699999999999997,0.767,0.000513,0.39,-5.5089999999999995,0.0574,127.361,4,15421,3.0,3.0,3.0,2.0,2.0
T.N.T.,High Voltage,AC/DC,1976-05-14,214666,79,0.754,0.153,0.759,0.00010800000000000001,0.10099999999999999,-5.218,0.302,126.366,4,16954,3.0,3.0,3.0,2.0,2.0
Hells Bells,Back In Black,AC/DC,1980-07-25,312293,75,0.389,0.00532,0.873,0.0055,0.273,-4.768,0.0475,106.76700000000001,4,15421,3.0,3.0,3.0,2.0,2.0
Dirty Deeds Done Dirt Cheap,Dirty Deeds Done Dirt Cheap,AC/DC,1976-09-20,231933,75,0.6679999999999999,0.214,0.9059999999999999,0.00245,0.135,-4.881,0.17,135.653,4,16825,3.0,3.0,3.0,2.0,2.0
Shoot to Thrill,Back In Black,AC/DC,1980-07-25,317426,74,0.457,0.000239,0.904,0.0879,0.396,-5.303,0.0747,141.03799999999998,4,15421,3.0,3.0,3.0,2.0,2.0
It's a Long Way to the Top (If You Wanna Rock 'N' Roll),High Voltage,AC/DC,1976-05-14,301226,72,0.456,0.133,0.863,0.0538,0.0553,-3.551,0.0894,135.96200000000002,4,16954,3.0,3.0,3.0,2.0,2.0
Rock N Roll Train,Black Ice,AC/DC,2008-10-20,261506,71,0.547,0.000998,0.9309999999999999,0.0118,0.278,-2.356,0.0615,118.4,4,5107,3.0,3.0,3.0,2.0,2.0
Chosen (feat. Ty Dolla $ign),No Love Lost (Deluxe),Blxst,2020-12-04,161684,78,0.5710000000000001,0.336,0.767,0.0,0.0809,-5.16,0.287,93.421,4,679,999.0,999.0,999.0,999.0,999.0
Freaky Deaky,Freaky Deaky,Tyga,2022-02-25,215281,77,0.799,0.019,0.653,0.0,0.0935,-5.452999999999999,0.037000000000000005,104.01899999999999,4,231,3.0,3.0,3.0,2.0,2.0
Loco Contigo (feat. J. Balvin & Tyga),Carte Blanche,DJ Snake,2019-07-25,185194,75,0.6940000000000001,0.278,0.758,1.34e-06,0.102,-2.986,0.218,192.09099999999998,4,1177,3.0,3.0,3.0,2.0,2.0
Sunshine,Sunshine,Tyga,2022-08-12,188964,75,0.746,0.0267,0.647,0.0,0.052000000000000005,-6.672999999999999,0.106,97.98899999999999,4,63,3.0,3.0,3.0,2.0,2.0
Ice Cream Man,Fuk Wat They Talkin Bout,Tyga,2015-08-24,186672,74,0.902,0.16699999999999998,0.67,0.0,0.107,-4.074,0.19,144.07,4,2608,3.0,3.0,3.0,2.0,2.0
Taste (feat. Offset),Legendary,Tyga,2019-06-07,229210,72,0.866,0.0293,0.613,0.0,0.10400000000000001,-6.385,0.151,98.001,4,1225,3.0,3.0,3.0,2.0,2.0
Juicy,Hot Pink,Doja Cat,2019-11-07,203093,73,0.785,0.102,0.652,0.0,0.0697,-2.6069999999999998,0.0668,170.024,4,1072,3.0,3.0,3.0,2.0,2.0
Ayo,Fan of A Fan The Album (Expanded Edition),Chris Brown,2015-02-24,225226,72,0.823,0.0399,0.563,0.0,0.0851,-5.095,0.0443,98.031,4,2789,3.0,3.0,3.0,2.0,2.0
Lift Me Up,Lift Me Up,Tyga,2021-11-19,168224,72,0.9129999999999999,0.0163,0.534,0.000875,0.26899999999999996,-6.047999999999999,0.0571,107.054,4,329,3.0,3.0,3.0,2.0,2.0
Ayy Macarena,Ayy Macarena,Tyga,2019-11-13,131606,71,0.816,0.133,0.629,0.0,0.0692,-5.568,0.226,96.493,4,1066,3.0,3.0,3.0,2.0,2.0
Just Give Me a Reason (feat. Nate Ruess),The Truth About Love,P!nk,2012-09-18,242733,82,0.778,0.34600000000000003,0.547,0.000302,0.132,-7.273,0.0489,95.00200000000001,4,3678,3.0,3.0,3.0,2.0,2.0
Try,The Truth About Love,P!nk,2012-09-18,247906,78,0.674,0.00144,0.628,0.0,0.0944,-7.079,0.03,103.99799999999999,4,3678,3.0,3.0,3.0,2.0,2.0
Raise Your Glass,Raise Your Glass,P!nk,2010-10-05,202960,77,0.7,0.0048,0.7090000000000001,0.0,0.028999999999999998,-5.006,0.0838,122.01899999999999,4,4392,3.0,3.0,3.0,2.0,2.0
So What,Funhouse (Expanded Edition),P!nk,2008-10-24,215160,77,0.534,0.000334,0.87,0.0,0.24100000000000002,-3.0780000000000003,0.0425,126.01899999999999,4,5103,3.0,3.0,3.0,2.0,2.0
Cover Me In Sunshine,All I Know So Far: Setlist,P!nk,2021-05-21,138573,68,0.473,0.0528,0.5920000000000001,0.0,0.131,-6.859,0.138,159.7,4,511,3.0,3.0,3.0,2.0,2.0
What About Us,Beautiful Trauma,P!nk,2017-10-13,269600,75,0.491,0.0281,0.588,2.01e-06,0.0906,-6.1770000000000005,0.0506,113.60799999999999,4,1827,3.0,3.0,3.0,2.0,2.0
Irrelevant,Irrelevant,P!nk,2022-07-14,232384,73,0.672,0.0244,0.799,3.18e-05,0.0945,-3.6639999999999997,0.0973,144.011,4,92,3.0,3.0,3.0,2.0,2.0
True Love (feat. Lily Allen),The Truth About Love,P!nk,2012-09-18,230733,72,0.457,0.00144,0.823,0.0,0.10800000000000001,-4.76,0.311,192.205,4,3678,3.0,3.0,3.0,2.0,2.0
Who Knew,I'm Not Dead,P!nk,2006-04-04,208493,72,0.688,0.00462,0.7340000000000001,0.0,0.0756,-4.569,0.0274,140.004,4,6037,3.0,3.0,3.0,2.0,2.0
Get the Party Started,M!ssundaztood (Expanded Edition),P!nk,2001-01-01,192533,70,0.802,0.0011,0.903,0.0,0.17300000000000001,-3.267,0.046,128.93,4,7956,3.0,3.0,3.0,2.0,2.0
New Light,Sob Rock,John Mayer,2021-07-16,217426,77,0.826,0.316,0.6940000000000001,0.0285,0.07400000000000001,-7.862,0.0315,123.932,4,455,2.0,2.0,2.0,2.0,2.0
Slow Dancing in a Burning Room,Continuum,John Mayer,2006-09-11,242000,75,0.667,0.575,0.361,0.00506,0.0805,-8.69,0.0273,134.018,5,5877,2.0,2.0,2.0,2.0,2.0
You're Gonna Live Forever in Me,The Search for Everything,John Mayer,2017-04-14,190013,75,0.542,0.983,0.131,0.0054399999999999995,0.156,-14.104000000000001,0.0316,136.161,4,2009,2.0,2.0,2.0,2.0,2.0
Your Body Is a Wonderland,Room For Squares,John Mayer,2001-08-16,249626,75,0.647,0.0206,0.7290000000000001,0.0489,0.134,-6.251,0.0236,94.01,4,7729,2.0,2.0,2.0,2.0,2.0
Waiting On the World to Change,Continuum,John Mayer,2006-09-11,201173,74,0.578,0.157,0.7559999999999999,0.00023199999999999997,0.249,-5.82,0.115,176.739,4,5877,2.0,2.0,2.0,2.0,2.0
"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007",Where the Light Is: John Mayer Live In Los Angeles,John Mayer,2008-01-01,263573,73,0.315,0.7709999999999999,0.29600000000000004,0.0,0.7020000000000001,-13.262,0.0315,173.50900000000001,4,5400,2.0,2.0,2.0,2.0,2.0
Gravity,Continuum,John Mayer,2006-09-11,245826,73,0.753,0.731,0.326,0.00131,0.24,-9.883,0.0342,123.79899999999999,3,5877,2.0,2.0,2.0,2.0,2.0
I Guess I Just Feel Like,Sob Rock,John Mayer,2021-07-16,286386,71,0.5479999999999999,0.515,0.483,0.0674,0.0922,-9.102,0.0268,159.952,4,455,2.0,2.0,2.0,2.0,2.0
XO,XO,John Mayer,2014-05-27,213626,70,0.431,0.7490000000000001,0.377,0.0,0.21100000000000002,-9.753,0.0288,173.67,4,3062,2.0,2.0,2.0,2.0,2.0
Last Train Home,Sob Rock,John Mayer,2021-07-16,187306,70,0.591,0.235,0.831,0.0014199999999999998,0.0571,-6.612,0.0355,93.007,4,455,2.0,2.0,2.0,2.0,2.0
The Grinch,A Love Letter To You 4,Trippie Redd,2019-11-22,91288,81,0.6759999999999999,0.13699999999999998,0.503,6.36e-05,0.0981,-6.115,0.0971,162.85,4,1057,3.0,3.0,3.0,2.0,2.0
Taking A Walk,LIFE'S A TRIP,Trippie Redd,2018-08-10,121680,79,0.767,0.68,0.5379999999999999,0.0,0.192,-6.044,0.052000000000000005,81.031,4,1526,3.0,3.0,3.0,2.0,2.0
1400 / 999 Freestyle,A Love Letter To You 3,Trippie Redd,2018-11-09,175954,78,0.825,0.0079,0.5720000000000001,0.0,0.113,-6.067,0.0864,141.991,4,1435,3.0,3.0,3.0,2.0,2.0
Miss The Rage (feat. Playboi Carti),Trip At Knight (Complete Edition),Trippie Redd,2021-08-21,236883,76,0.581,0.0151,0.877,0.0,0.826,-4.938,0.114,77.006,4,419,3.0,3.0,3.0,2.0,2.0
Rich MF (feat. Polo G & Lil Durk),Trip At Knight (Complete Edition),Trippie Redd,2021-08-21,247714,74,0.7559999999999999,0.0849,0.698,0.0,0.221,-5.4639999999999995,0.17800000000000002,77.497,4,419,3.0,3.0,3.0,2.0,2.0
"Save Me, Please",First Draft,Trippie Redd,2022-09-30,127934,74,0.6409999999999999,0.865,0.299,1.35e-06,0.126,-10.046,0.0285,143.121,4,14,3.0,3.0,3.0,2.0,2.0
Love Scars,A Love Letter To You,Trippie Redd,2017-05-14,143969,73,0.659,0.000404,0.614,0.0,0.12300000000000001,-7.32,0.0541,119.405,4,1979,3.0,3.0,3.0,2.0,2.0
Big 14 (feat. Offset & Moneybagg Yo),Big 14 (feat. Offset & Moneybagg Yo),Trippie Redd,2022-08-05,247458,73,0.71,0.19899999999999998,0.828,0.0,0.168,-4.725,0.0726,128.02700000000002,4,70,3.0,3.0,3.0,2.0,2.0
